track_name,stem_id,instrument,role,bpm,polyphony_score,dynamics_score,new_role,classification_reason,old_role
Track00003,S02,Acoustic Guitar (steel),Lead,150.0,2.0446600914001465,0.2331458488743664,Lead,Top 2/6 Poly,Harmony
Track00003,S03,Overdriven Guitar,Harmony,150.0,2.2613697052001958,0.2050804597468479,Harmony,Ranked Harmony,Harmony
Track00003,S04,Electric Guitar (jazz),Harmony,150.0,2.1100072860717773,0.2415427913966945,Harmony,Ranked Harmony,Lead
Track00003,S06,Drums,Drums,150.0,2.471830368041992,0.6654959509137741,Drums,List Match,Drums
Track00003,S07,Electric Guitar (clean),Lead,150.0,1.9723745584487915,0.3166804398942943,Lead,Top 2/6 Poly,Lead
Track00003,S08,Acoustic Guitar (steel),Harmony,150.0,2.139030933380127,0.2369138161274237,Harmony,Ranked Harmony,Harmony
Track00002,S00,Synth Strings 1,Harmony,120.97,1.9077309370040891,0.3423542595020914,Harmony,Ranked Harmony,Harmony
Track00002,S01,Electric Bass (pick),Bass,120.97,1.6899657249450684,0.2659686283125125,Bass,List Match,Bass
Track00002,S02,Lead 2 (sawtooth),Harmony,120.97,2.020521402359009,0.1290343471960278,Harmony,Ranked Harmony,Lead
Track00002,S03,Pad 1 (new age),Harmony,120.97,1.813246846199036,0.5857555794350429,Harmony,Ranked Harmony,Lead
Track00002,S04,Choir Aahs,Lead,120.97,1.0396708250045776,0.4039083508615062,Lead,Top 2/8 Poly,Lead
Track00002,S05,Music Box,Harmony,120.97,1.9751888513565063,0.4835873519996553,Harmony,Ranked Harmony,Harmony
Track00002,S06,Clavinet,Harmony,120.97,1.977309226989746,0.4217116993162657,Harmony,Ranked Harmony,Harmony
Track00002,S07,Brass Section,Lead,120.97,1.695991039276123,0.2805035734005666,Lead,Top 2/8 Poly,Harmony
Track00002,S08,Electric Guitar (muted),Harmony,120.97,2.4417800903320312,0.651637038630079,Harmony,Ranked Harmony,Harmony
Track00002,S09,Drums,Drums,120.97,2.457472324371338,0.5783410153860887,Drums,List Match,Drums
Track00009,S00,Bright Acoustic Piano,Harmony,153.06,2.2543416023254395,0.1725920235061642,Harmony,Ranked Harmony,Harmony
Track00009,S01,Music Box,Harmony,153.06,1.9617063999176023,0.4969691948702263,Harmony,Ranked Harmony,Harmony
Track00009,S02,Glockenspiel,Harmony,153.06,1.8124854564666748,0.3137789459303022,Harmony,Ranked Harmony,Harmony
Track00009,S03,Music Box,Harmony,153.06,1.9559497833251955,0.5026431640832978,Harmony,Ranked Harmony,Harmony
Track00009,S04,Choir Aahs,Lead,153.06,1.4384957551956177,0.4237188721041154,Lead,Top 3/9 Poly,Lead
Track00009,S05,Oboe,Lead,153.06,1.048002004623413,0.3432759455189879,Lead,Top 3/9 Poly,Lead
Track00009,S06,Electric Bass (finger),Bass,153.06,2.313795566558838,0.4564926102634991,Bass,List Match,Bass
Track00009,S07,Drums,Drums,153.06,2.4651036262512207,0.5040910961124369,Drums,List Match,Drums
Track00009,S10,String Ensemble 2,Lead,153.06,1.4735417366027832,0.3204774192230128,Lead,Top 3/9 Poly,Lead
Track00009,S11,Choir Aahs,Harmony,153.06,2.0756397247314453,0.5618364909706647,Harmony,Ranked Harmony,Harmony
Track00009,S12,Electric Guitar (muted),Harmony,153.06,2.273926019668579,0.4888108800318995,Harmony,Ranked Harmony,Harmony
Track00004,S00,Pad 3 (polysynth),Harmony,113.64,1.8952093124389648,0.2110012844674591,Harmony,Ranked Harmony,Harmony
Track00004,S01,Electric Bass (finger),Bass,113.64,1.5775798559188845,0.4758961242403251,Bass,List Match,Bass
Track00004,S02,Choir Aahs,Harmony,113.64,1.791431546211243,0.1156849977827753,Harmony,Ranked Harmony,Harmony
Track00004,S03,Rock Organ,Lead,113.64,1.3956221342086792,0.204032909115252,Lead,Top 2/7 Poly,Lead
Track00004,S04,Electric Guitar (muted),Harmony,113.64,1.941608190536499,0.493907568583353,Harmony,Ranked Harmony,Lead
Track00004,S05,Synth Strings 1,Harmony,113.64,1.5669351816177368,0.527088421762464,Harmony,Ranked Harmony,Lead
Track00004,S06,Harpsichord,Harmony,113.64,2.00864052772522,0.5779326204379447,Harmony,Ranked Harmony,Harmony
Track00004,S07,Acoustic Grand Piano,Lead,113.64,-1.0,-1.0,Lead,Top 2/7 Poly,Harmony
Track00004,S08,Drums,Drums,113.64,2.459873676300049,0.6139231522051813,Drums,List Match,Drums
Track00001,S00,Distortion Guitar,Harmony,159.57,1.6143368482589722,0.1580070500325094,Harmony,Ranked Harmony,Harmony
Track00001,S01,Drums,Drums,159.57,2.4470880031585693,0.6878718381771795,Drums,List Match,Drums
Track00001,S02,Bright Acoustic Piano,Harmony,159.57,1.9495528936386108,0.3618681601648409,Harmony,Ranked Harmony,Harmony
Track00001,S03,Electric Bass (finger),Bass,159.57,1.5342975854873655,0.4149567145748651,Bass,List Match,Bass
Track00001,S04,Choir Aahs,Harmony,159.57,1.7525591850280762,0.2760868234544878,Harmony,Ranked Harmony,Harmony
Track00001,S05,Percussive Organ,Harmony,159.57,1.697022795677185,0.1137985259796384,Harmony,Ranked Harmony,Harmony
Track00001,S07,Electric Guitar (jazz),Lead,159.57,1.185502529144287,0.3571568395114343,Lead,Top 2/8 Poly,Lead
Track00001,S08,Distortion Guitar,Harmony,159.57,2.241257905960083,0.3963975489900069,Harmony,Ranked Harmony,Harmony
Track00001,S09,Harmonica,Lead,159.57,1.3844283819198608,0.2808538518281527,Lead,Top 2/8 Poly,Lead
Track00001,S10,Harmonica,Harmony,159.57,1.4500107765197754,0.2803932976480856,Harmony,Ranked Harmony,Lead
Track00013,S00,Acoustic Bass,Bass,129.31,2.2003045082092285,0.4184841196043641,Bass,List Match,Bass
Track00013,S01,Slap Bass 1,Bass,129.31,1.9734742641448972,0.3915780876448447,Bass,List Match,Bass
Track00013,S03,Electric Piano 1,Harmony,129.31,1.9945298433303835,0.2506134615771974,Harmony,Ranked Harmony,Lead
Track00013,S04,Drawbar Organ,Lead,129.31,1.6734843254089355,0.3426287632841158,Lead,Top 2/5 Poly,Harmony
Track00013,S05,Acoustic Guitar (steel),Harmony,129.31,2.32000470161438,0.4111497715845302,Harmony,Ranked Harmony,Lead
Track00013,S06,Lead 2 (sawtooth),Harmony,129.31,1.7590728998184204,0.1854434486702096,Harmony,Ranked Harmony,Harmony
Track00013,S07,Flute,Lead,129.31,1.0744584798812866,0.7256305715560742,Lead,Top 2/5 Poly,Lead
Track00013,S08,Drums,Drums,129.31,2.473667621612549,0.6155117583921605,Drums,List Match,Drums
Track00015,S00,Bright Acoustic Piano,Harmony,127.12,1.920532822608948,0.5252396984604127,Harmony,Ranked Harmony,Harmony
Track00015,S01,Overdriven Guitar,Harmony,127.12,1.5144203901290894,0.3745988093574642,Harmony,Ranked Harmony,Lead
Track00015,S02,Synth Voice,Lead,127.12,1.32412588596344,0.2598854388474729,Lead,Top 1/4 Poly,Lead
Track00015,S03,String Ensemble 2,Harmony,127.12,1.9572824239730835,0.2359581898831799,Harmony,Ranked Harmony,Harmony
Track00015,S04,Fretless Bass,Bass,127.12,1.315915584564209,0.2589744216288279,Bass,List Match,Bass
Track00015,S05,Drums,Drums,127.12,2.370633602142334,0.7351039663538281,Drums,List Match,Drums
Track00005,S00,Drums,Drums,107.14,2.437772512435913,0.7901803459883954,Drums,List Match,Drums
Track00005,S01,Acoustic Guitar (steel),Harmony,107.14,2.087201833724976,0.318285560633565,Harmony,Ranked Harmony,Harmony
Track00005,S02,Acoustic Grand Piano,Harmony,107.14,2.0257115364074707,0.3255793701310241,Harmony,Ranked Harmony,Harmony
Track00005,S03,Pan Flute,Lead,107.14,0.9628228545188904,0.6089719163385939,Lead,Top 3/11 Poly,Harmony
Track00005,S04,Electric Bass (finger),Bass,107.14,1.6329915523529053,0.2811251375030247,Bass,List Match,Bass
Track00005,S05,Glockenspiel,Harmony,107.14,2.373183488845825,0.6481464928641814,Harmony,Ranked Harmony,Harmony
Track00005,S06,Electric Piano 2,Harmony,107.14,2.2323672771453857,0.5626645663049281,Harmony,Ranked Harmony,Harmony
Track00005,S07,Flute,Lead,107.14,1.07771098613739,0.539191008023846,Lead,Top 3/11 Poly,Lead
Track00005,S08,Overdriven Guitar,Harmony,107.14,2.124326229095459,0.1406712905451234,Harmony,Ranked Harmony,Harmony
Track00005,S10,Pan Flute,Lead,107.14,0.9893564581871032,0.5430592727321681,Lead,Top 3/11 Poly,Harmony
Track00005,S11,Synth Strings 1,Harmony,107.14,2.098608493804932,0.5366938294554647,Harmony,Ranked Harmony,Harmony
Track00005,S12,Soprano Sax,Harmony,107.14,1.1615900993347168,0.549914940830766,Harmony,Ranked Harmony,Lead
Track00005,S13,Overdriven Guitar,Harmony,107.14,2.000306367874145,0.1803766318383247,Harmony,Ranked Harmony,Lead
Track00012,S00,Drums,Drums,91.46,2.39024019241333,0.5057551157566352,Drums,List Match,Drums
Track00012,S01,Electric Guitar (muted),Lead,91.46,1.7673102617263794,0.5604334244520032,Lead,Top 3/9 Poly,Lead
Track00012,S02,Electric Guitar (muted),Harmony,91.46,2.2545511722564697,0.5559098506968358,Harmony,Ranked Harmony,Harmony
Track00012,S03,Honky-tonk Piano,Harmony,91.46,1.9681717157363887,0.4066299114473998,Harmony,Ranked Harmony,Harmony
Track00012,S04,Electric Piano 1,Lead,91.46,1.716737985610962,0.0921672755851215,Lead,Top 3/9 Poly,Harmony
Track00012,S05,Electric Bass (pick),Bass,91.46,1.6166913509368896,0.2561711966745654,Bass,List Match,Bass
Track00012,S06,String Ensemble 2,Harmony,91.46,1.7822229862213137,0.317914578473382,Harmony,Ranked Harmony,Harmony
Track00012,S07,Choir Aahs,Lead,91.46,0.9412094950675964,0.4421120459489058,Lead,Top 3/9 Poly,Lead
Track00012,S08,Synth Strings 2,Harmony,91.46,1.9001946449279783,0.3391580341802688,Harmony,Ranked Harmony,Harmony
Track00012,S09,Orchestral Harp,Harmony,91.46,1.7989996671676636,0.4752767510065381,Harmony,Ranked Harmony,Lead
Track00012,S10,Electric Bass (pick),Bass,91.46,2.018684148788452,0.2664677209640776,Bass,List Match,Bass
Track00012,S11,Dulcimer,Harmony,91.46,2.3769710063934326,0.5403750621219392,Harmony,Ranked Harmony,Harmony
Track00014,S00,Trumpet,Lead,125.0,1.4434568881988523,0.3388216148346485,Lead,Top 3/9 Poly,Lead
Track00014,S01,Electric Bass (finger),Bass,125.0,1.6208008527755735,0.2606723921566833,Bass,List Match,Bass
Track00014,S02,Acoustic Guitar (steel),Harmony,125.0,2.0901153087615967,0.4172846712466663,Harmony,Ranked Harmony,Harmony
Track00014,S03,Synth Strings 1,Harmony,125.0,1.960397720336914,0.2941889593792133,Harmony,Ranked Harmony,Harmony
Track00014,S04,Harmonica,Lead,125.0,1.029035210609436,0.2979576790506966,Lead,Top 3/9 Poly,Lead
Track00014,S05,Electric Piano 2,Harmony,125.0,1.4864920377731323,0.4887363273869348,Harmony,Ranked Harmony,Harmony
Track00014,S06,Choir Aahs,Lead,125.0,1.3907774686813354,0.3700455339402534,Lead,Top 3/9 Poly,Lead
Track00014,S07,Rock Organ,Harmony,125.0,1.5492148399353027,0.3788562868504845,Harmony,Ranked Harmony,Harmony
Track00014,S08,Drums,Drums,125.0,2.4560937881469727,0.7715550466868581,Drums,List Match,Drums
Track00014,S09,Brass Section,Harmony,125.0,2.028891086578369,0.3692651814172879,Harmony,Ranked Harmony,Harmony
Track00014,S10,Honky-tonk Piano,Harmony,125.0,1.9220309257507324,0.5256809548658125,Harmony,Ranked Harmony,Harmony
Track00016,S00,Electric Piano 2,Harmony,101.35,2.156219959259033,0.264382126065434,Harmony,Ranked Harmony,Lead
Track00016,S01,Electric Bass (finger),Bass,101.35,2.088947296142578,0.2942797949922932,Bass,List Match,Bass
Track00016,S02,Overdriven Guitar,Harmony,101.35,2.225147247314453,0.1327293651614041,Harmony,Ranked Harmony,Harmony
Track00016,S03,Electric Guitar (jazz),Lead,101.35,1.0467594861984253,0.4445647067811001,Lead,Top 3/11 Poly,Lead
Track00016,S04,String Ensemble 2,Harmony,101.35,2.019315481185913,0.2850157136622476,Harmony,Ranked Harmony,Harmony
Track00016,S05,String Ensemble 1,Harmony,101.35,1.929648995399475,0.2662536411366539,Harmony,Ranked Harmony,Harmony
Track00016,S06,Brass Section,Harmony,101.35,1.9928319454193115,0.3453400395162165,Harmony,Ranked Harmony,Harmony
Track00016,S07,Flute,Harmony,101.35,1.5787577629089355,0.4546897434923416,Harmony,Ranked Harmony,Harmony
Track00016,S08,Oboe,Lead,101.35,1.2681983709335327,0.2334159782557046,Lead,Top 3/11 Poly,Harmony
Track00016,S09,Drums,Drums,101.35,2.293988943099976,0.6631471454246192,Drums,List Match,Drums
Track00016,S10,Acoustic Grand Piano,Harmony,101.35,1.9806866645812988,0.5425969352321648,Harmony,Ranked Harmony,Harmony
Track00016,S11,Orchestral Harp,Harmony,101.35,1.9457865953445437,0.6265816355264386,Harmony,Ranked Harmony,Harmony
Track00016,S15,Electric Guitar (jazz),Lead,101.35,1.5778206586837769,0.5166979359976857,Lead,Top 3/11 Poly,Lead
Track00017,S00,Drums,Drums,104.17,2.457803964614868,0.5544532372616822,Drums,List Match,Drums
Track00017,S01,Pad 1 (new age),Harmony,104.17,2.000263929367065,0.2603764227451322,Harmony,Ranked Harmony,Harmony
Track00017,S02,Synth Strings 1,Harmony,104.17,1.6288764476776123,0.4088928704001054,Harmony,Ranked Harmony,Lead
Track00017,S03,Electric Guitar (jazz),Harmony,104.17,1.6177839040756226,0.3019235501596698,Harmony,Ranked Harmony,Harmony
Track00017,S05,Synth Strings 1,Lead,104.17,1.4377741813659668,0.3265903937221641,Lead,Top 3/9 Poly,Harmony
Track00017,S06,Acoustic Guitar (steel),Harmony,104.17,1.714075803756714,0.304932171621274,Harmony,Ranked Harmony,Harmony
Track00017,S07,Voice Oohs,Harmony,104.17,1.6628564596176147,0.4608946499747535,Harmony,Ranked Harmony,Harmony
Track00017,S08,Honky-tonk Piano,Harmony,104.17,1.9122275114059448,0.4477242323401877,Harmony,Ranked Harmony,Harmony
Track00017,S09,Distortion Guitar,Lead,104.17,1.5102380514144895,0.3399912892294749,Lead,Top 3/9 Poly,Lead
Track00017,S10,Voice Oohs,Lead,104.17,1.44554340839386,0.4634810486207774,Lead,Top 3/9 Poly,Lead
Track00021,S01,Electric Guitar (clean),Harmony,133.93,1.7810423374176023,0.2742113846460773,Harmony,Ranked Harmony,Harmony
Track00021,S02,Honky-tonk Piano,Harmony,133.93,1.7854732275009155,0.4363049262197823,Harmony,Ranked Harmony,Lead
Track00021,S03,Electric Grand Piano,Harmony,133.93,2.2793965339660645,0.4301030874397047,Harmony,Ranked Harmony,Harmony
Track00021,S04,String Ensemble 2,Lead,133.93,1.4572759866714478,0.3528812027061028,Lead,Top 2/8 Poly,Lead
Track00021,S05,Voice Oohs,Harmony,133.93,1.8735641241073608,0.3922621340971808,Harmony,Ranked Harmony,Harmony
Track00021,S06,Acoustic Guitar (steel),Harmony,133.93,2.058473825454712,0.3710295869658416,Harmony,Ranked Harmony,Harmony
Track00021,S07,Cello,Lead,133.93,1.7262189388275146,0.2225997721313111,Lead,Top 2/8 Poly,Lead
Track00021,S08,Drums,Drums,133.93,2.4151723384857178,0.7446257118863567,Drums,List Match,Drums
Track00021,S09,Pizzicato Strings,Harmony,133.93,1.8996403217315676,0.467535168759073,Harmony,Ranked Harmony,Harmony
Track00024,S00,Drums,Drums,120.97,2.473756790161133,0.6132123032069763,Drums,List Match,Drums
Track00024,S01,Synth Strings 1,Harmony,120.97,1.8835428953170776,0.2411606155549493,Harmony,Ranked Harmony,Lead
Track00024,S02,Fretless Bass,Bass,120.97,2.049586772918701,0.0882643601767178,Bass,List Match,Bass
Track00024,S03,Overdriven Guitar,Harmony,120.97,1.970276951789856,0.1487515980198237,Harmony,Ranked Harmony,Harmony
Track00024,S04,Electric Grand Piano,Lead,120.97,1.6700758934020996,0.4715758012360208,Lead,Top 2/6 Poly,Lead
Track00024,S05,Lead 6 (voice),Lead,120.97,1.4872698783874512,0.2314530556638084,Lead,Top 2/6 Poly,Lead
Track00024,S06,Rock Organ,Harmony,120.97,1.993927836418152,0.4233085630501257,Harmony,Ranked Harmony,Harmony
Track00024,S07,Acoustic Bass,Bass,120.97,2.3541195392608643,0.5307588626033437,Bass,List Match,Bass
Track00024,S08,Slap Bass 1,Bass,120.97,1.5957682132720947,0.3413230916226438,Bass,List Match,Bass
Track00024,S10,French Horn,Harmony,120.97,1.949153542518616,0.1849020980547532,Harmony,Ranked Harmony,Harmony
Track00023,S00,Bright Acoustic Piano,Harmony,101.35,2.006316900253296,0.2822405186393284,Harmony,Ranked Harmony,Harmony
Track00023,S01,Tenor Sax,Lead,101.35,1.6653814315795898,0.1700699325743573,Lead,Top 2/7 Poly,Lead
Track00023,S02,String Ensemble 2,Harmony,101.35,1.8110252618789675,0.2129974322494391,Harmony,Ranked Harmony,Harmony
Track00023,S03,Overdriven Guitar,Harmony,101.35,1.914137840270996,0.4243813707927777,Harmony,Ranked Harmony,Lead
Track00023,S04,Drums,Drums,101.35,2.3972160816192627,0.6004457430211377,Drums,List Match,Drums
Track00023,S05,Acoustic Guitar (steel),Harmony,101.35,2.17878794670105,0.3655456833765055,Harmony,Ranked Harmony,Harmony
Track00023,S06,Electric Bass (finger),Bass,101.35,1.303000569343567,0.2857161987518429,Bass,List Match,Bass
Track00023,S07,Pad 2 (warm),Harmony,101.35,2.0772478580474854,0.2148465142544504,Harmony,Ranked Harmony,Harmony
Track00023,S08,String Ensemble 2,Lead,101.35,1.5204378366470337,0.350669183877825,Lead,Top 2/7 Poly,Lead
Track00019,S00,Synth Strings 1,Harmony,125.0,1.9374213218688965,0.2944894790954958,Harmony,Ranked Harmony,Harmony
Track00019,S01,Electric Piano 1,Lead,125.0,1.6469467878341677,0.5030786136696037,Lead,Top 4/12 Poly,Lead
Track00019,S02,Drums,Drums,125.0,2.4633915424346924,0.5219296639188153,Drums,List Match,Drums
Track00019,S03,Vibraphone,Harmony,125.0,2.3164453506469727,0.6536288688485509,Harmony,Ranked Harmony,Harmony
Track00019,S04,Flute,Lead,125.0,1.1834090948104858,0.5850988153685003,Lead,Top 4/12 Poly,Lead
Track00019,S06,Oboe,Lead,125.0,1.492709994316101,0.1720759621598509,Lead,Top 4/12 Poly,Lead
Track00019,S07,Synth Strings 2,Lead,125.0,1.4479349851608276,0.4805819563098628,Lead,Top 4/12 Poly,Harmony
Track00019,S08,Electric Bass (finger),Bass,125.0,2.217014074325561,0.4366635162077156,Bass,List Match,Bass
Track00019,S09,Electric Guitar (clean),Harmony,125.0,2.113379716873169,0.1098742782834627,Harmony,Ranked Harmony,Harmony
Track00019,S10,Overdriven Guitar,Harmony,125.0,1.9072836637496948,0.1836384445218157,Harmony,Ranked Harmony,Harmony
Track00019,S11,Choir Aahs,Harmony,125.0,1.964759349822998,0.3202554881041784,Harmony,Ranked Harmony,Harmony
Track00019,S12,Acoustic Grand Piano,Harmony,125.0,1.7076780796051023,0.5111966469986096,Harmony,Ranked Harmony,Harmony
Track00019,S13,Lead 2 (sawtooth),Harmony,125.0,2.102967977523804,0.066098715829449,Harmony,Ranked Harmony,Harmony
Track00019,S14,Pad 1 (new age),Harmony,125.0,1.962574243545532,0.2110796134602348,Harmony,Ranked Harmony,Harmony
Track00018,S00,Lead 2 (sawtooth),Harmony,,1.6874456405639648,0.140442439243037,Harmony,Ranked Harmony,Lead
Track00018,S01,Lead 2 (sawtooth),Harmony,,1.7193671464920044,0.1720428100716405,Harmony,Ranked Harmony,Harmony
Track00018,S02,Drawbar Organ,Harmony,,2.225898504257202,0.1429830932798646,Harmony,Ranked Harmony,Harmony
Track00018,S03,Synth Strings 1,Harmony,,1.8516666889190676,0.2002707856504435,Harmony,Ranked Harmony,Harmony
Track00018,S04,Church Organ,Harmony,,1.9375361204147337,0.0388529487320981,Harmony,Ranked Harmony,Harmony
Track00018,S05,String Ensemble 1,Harmony,,1.9350478649139404,0.1934518835890727,Harmony,Ranked Harmony,Harmony
Track00018,S06,Choir Aahs,Lead,,-1.0,-1.0,Lead,Top 4/13 Poly,Lead
Track00018,S07,Bright Acoustic Piano,Harmony,,1.6329365968704224,0.6671117594825385,Harmony,Ranked Harmony,Harmony
Track00018,S08,Acoustic Grand Piano,Lead,,-1.0,-1.0,Lead,Top 4/13 Poly,Harmony
Track00018,S09,Acoustic Grand Piano,Harmony,,1.802634596824646,0.5982742093318496,Harmony,Ranked Harmony,Harmony
Track00018,S10,Pad 4 (choir),Lead,,-1.0,-1.0,Lead,Top 4/13 Poly,Harmony
Track00018,S11,Acoustic Guitar (nylon),Harmony,,2.010223627090454,0.3084465414207587,Harmony,Ranked Harmony,Harmony
Track00018,S14,Overdriven Guitar,Lead,,1.5109148025512695,0.1675398925256748,Lead,Top 4/13 Poly,Lead
Track00018,S15,Acoustic Bass,Bass,,1.8836071491241453,0.5846787558187508,Bass,List Match,Bass
Track00018,S16,Electric Bass (finger),Bass,,1.1049712896347046,0.2753216842949993,Bass,List Match,Bass
Track00018,S17,Drums,Drums,,2.351001262664795,0.5537637363146776,Drums,List Match,Drums
Track00027,S00,String Ensemble 2,Harmony,156.25,1.99057936668396,0.2400291491282619,Harmony,Ranked Harmony,Harmony
Track00027,S01,Drums,Drums,156.25,2.4174108505249023,0.7419161185883835,Drums,List Match,Drums
Track00027,S02,Electric Guitar (clean),Harmony,156.25,1.8377782106399536,0.2770504251337193,Harmony,Ranked Harmony,Lead
Track00027,S03,Fretless Bass,Bass,156.25,1.536373257637024,0.3885440443783962,Bass,List Match,Bass
Track00027,S06,String Ensemble 2,Harmony,156.25,2.0089333057403564,0.1924964708801605,Harmony,Ranked Harmony,Harmony
Track00027,S07,String Ensemble 2,Harmony,156.25,1.7577006816864014,0.4418176923077093,Harmony,Ranked Harmony,Harmony
Track00027,S08,Electric Piano 1,Lead,156.25,1.6586687564849854,0.5224537460200979,Lead,Top 2/7 Poly,Lead
Track00027,S09,Acoustic Guitar (steel),Lead,156.25,1.690160036087036,0.5888788031477952,Lead,Top 2/7 Poly,Harmony
Track00027,S10,Bright Acoustic Piano,Harmony,156.25,1.9195189476013184,0.3060460516785043,Harmony,Ranked Harmony,Lead
Track00030,S00,Drums,Drums,129.31,2.4145803451538086,0.5968569073855098,Drums,List Match,Drums
Track00030,S01,Electric Guitar (clean),Lead,129.31,1.0509693622589111,0.2046154635201437,Lead,Top 2/5 Poly,Lead
Track00030,S02,Electric Piano 2,Lead,129.31,1.2704460620880127,0.2449759465834156,Lead,Top 2/5 Poly,Lead
Track00030,S03,Electric Piano 2,Harmony,129.31,1.2921861410140991,0.1693964484694585,Harmony,Ranked Harmony,Lead
Track00030,S04,Fretless Bass,Bass,129.31,1.1734130382537842,0.3847893929147723,Bass,List Match,Bass
Track00030,S05,Synth Voice,Harmony,129.31,1.958685040473938,0.1902215257754298,Harmony,Ranked Harmony,Harmony
Track00030,S06,String Ensemble 2,Harmony,129.31,1.833338022232056,0.2069545990213349,Harmony,Ranked Harmony,Harmony
Track00022,S01,Pizzicato Strings,Harmony,133.93,1.837996244430542,0.6909141123504298,Harmony,Ranked Harmony,Harmony
Track00022,S02,Pizzicato Strings,Harmony,133.93,1.8035693168640137,0.6055664193491935,Harmony,Ranked Harmony,Harmony
Track00022,S03,Pizzicato Strings,Harmony,133.93,2.2645580768585205,0.2374892967508497,Harmony,Ranked Harmony,Harmony
Track00022,S04,Pizzicato Strings,Harmony,133.93,2.090304136276245,0.5322105095112679,Harmony,Ranked Harmony,Harmony
Track00022,S07,Pizzicato Strings,Harmony,133.93,2.1704275608062744,0.3613162424133256,Harmony,Ranked Harmony,Harmony
Track00022,S08,Pad 7 (halo),Lead,133.93,1.3002476692199707,0.3607821938277009,Lead,Top 5/16 Poly,Lead
Track00022,S09,Synth Strings 1,Lead,133.93,-1.0,-1.0,Lead,Top 5/16 Poly,Harmony
Track00022,S10,Drums,Drums,133.93,2.2485477924346924,0.6796799703813899,Drums,List Match,Drums
Track00022,S11,Bright Acoustic Piano,Harmony,133.93,2.136552095413208,0.3638412312333685,Harmony,Ranked Harmony,Lead
Track00022,S12,Bright Acoustic Piano,Harmony,133.93,2.136552095413208,0.3638412312333685,Harmony,Ranked Harmony,Lead
Track00022,S13,Electric Guitar (clean),Harmony,133.93,2.3007266521453857,0.5333098758707477,Harmony,Ranked Harmony,Harmony
Track00022,S14,Electric Guitar (clean),Harmony,133.93,2.3143210411071777,0.5891051875714504,Harmony,Ranked Harmony,Harmony
Track00022,S15,Electric Guitar (clean),Harmony,133.93,2.313847303390503,0.5875833543074251,Harmony,Ranked Harmony,Harmony
Track00022,S16,String Ensemble 1,Lead,133.93,1.4571492671966553,0.2206284320545626,Lead,Top 5/16 Poly,Harmony
Track00022,S17,Bright Acoustic Piano,Harmony,133.93,2.1574137210845947,0.4904761412315052,Harmony,Ranked Harmony,Harmony
Track00022,S18,Synth Strings 1,Lead,133.93,1.7462208271026611,0.5179710323290081,Lead,Top 5/16 Poly,Harmony
Track00022,S19,String Ensemble 1,Lead,133.93,-1.0,-1.0,Lead,Top 5/16 Poly,Harmony
Track00025,S00,Bright Acoustic Piano,Harmony,110.29,2.1692116260528564,0.5132058900319022,Harmony,Ranked Harmony,Harmony
Track00025,S01,Electric Bass (pick),Bass,110.29,1.7920572757720947,0.3023538177317632,Bass,List Match,Bass
Track00025,S02,Rock Organ,Harmony,110.29,2.0050318241119385,0.3491238304670688,Harmony,Ranked Harmony,Lead
Track00025,S03,Baritone Sax,Harmony,110.29,1.7234797477722168,0.2718515321473735,Harmony,Ranked Harmony,Lead
Track00025,S04,Acoustic Grand Piano,Harmony,110.29,2.104818105697632,0.3098021143681877,Harmony,Ranked Harmony,Lead
